csv,freq,RMSE_ARIMA,MAE_ARIMA,MAPE_ARIMA,ACCURACY_ARIMA (%),RMSE_LSTM,MAE_LSTM,MAPE_LSTM,ACCURACY_LSTM (%),RMSE_GRU,MAE_GRU,MAPE_GRU,ACCURACY_GRU (%),test_samples_common
2RC IND EMBALAGENS.csv,D,1.4531183080409182,1.0807194715889918,2.8082939080487215,-180.82939080487216,1.4211516610290593,1.084524610013644,8.131383293025605,-713.1383293025605,1.6560167194501463,1.284647733390828,10.656633207602054,-965.6633207602054,48
AACD - IBIRAPUERA.csv,D,2.5968722842875183,2.442358478035669,0.18127387405991457,81.87261259400854,1.1440756424038596,0.9159743002177119,0.07041300862446584,92.95869913755341,1.2026712409573064,1.0389015190174882,0.07896425525605508,92.10357447439449,103
AAK DO BRASIL CL 514.csv,D,5.084793796892174,3.590412811936765,0.15522564367859162,84.47743563214084,7.347549027404683,5.765590063059982,0.29596426705867435,70.40357329413256,5.198128225338818,3.218807497958582,0.13966763241593536,86.03323675840646,206
