csv,freq,RMSE_LSTM,MAE_LSTM,MAPE_LSTM,ACCURACY_LSTM (%),RMSE_GRU,MAE_GRU,MAPE_GRU,ACCURACY_GRU (%),test_samples
ALBRAS.csv,D,88.97135714436642,71.1226146862864,0.003596342647899111,99.6403657352101,89.16010356530684,71.62401707099517,0.00361943325026258,99.63805667497374,206
SOUTH32.csv,D,125.45973877483631,101.40111479859371,0.013447845908344011,98.65521540916559,89.20621207314367,67.80226272093752,0.009070031394739362,99.09299686052606,200
CSN - UPV.csv,D,633.7747145145978,495.47043789669283,0.0876281219882072,91.23718780117927,654.4646512473417,511.0258355031856,0.09009711336715531,90.99028866328447,206
KLABIN PUMA CL.csv,D,397.34310715623366,284.9688864371966,0.04825402567291044,95.17459743270895,385.6359503342102,279.8685589088289,0.046698200426209195,95.33017995737907,206
CVRD SE 2.csv,D,732.2656185042355,594.7625710040179,0.1236143860453333,87.63856139546668,730.1547507494281,593.9285668195313,0.12286413735428654,87.71358626457135,140
