csv,freq,RMSE_ARIMA,MAE_ARIMA,MAPE_ARIMA,ACCURACY_ARIMA (%),RMSE_LSTM,MAE_LSTM,MAPE_LSTM,ACCURACY_LSTM (%),RMSE_GRU,MAE_GRU,MAPE_GRU,ACCURACY_GRU (%),test_samples_common
CLARO CL 13360.csv,D,15.378522683722347,13.083702784102197,0.06615927714258203,93.3840722857418,6.7681437480691615,5.499894772208105,0.027297933242281202,97.27020667577187,6.338344745278641,4.962088992829061,0.024562206327343367,97.54377936726566,206
