csv,freq,RMSE_ARIMA,MAE_ARIMA,MAPE_ARIMA,ACCURACY_ARIMA (%),RMSE_LSTM,MAE_LSTM,MAPE_LSTM,ACCURACY_LSTM (%),RMSE_GRU,MAE_GRU,MAPE_GRU,ACCURACY_GRU (%),test_samples_common
2RC IND EMBALAGENS.csv,D,1.4530917793785971,1.0807076565623166,2.808439417693764,-180.84394176937639,1.242700979101326,0.9625117158031067,8.052946275774872,-705.2946275774872,1.6035256188219507,1.211733760012229,9.909712040196,-890.9712040196,48
AACD - IBIRAPUERA.csv,D,2.596874226620538,2.442360445340983,0.18127401810613927,81.87259818938607,1.7847038214761028,1.2851100851499686,0.10384209885176894,89.6157901148231,0.8630953099646806,0.6694669563871218,0.05015282532207008,94.98471746779299,103
AAK DO BRASIL CL 514.csv,D,5.084822642067885,3.5904903356512734,0.1552269886578971,84.4773011342103,4.775631209693291,3.055583214742717,0.13747766787452942,86.25223321254705,5.60017628752644,3.7773448791169106,0.15053433290237703,84.9465667097623,206
