csv,freq,RMSE_ARIMA,MAE_ARIMA,MAPE_ARIMA,ACCURACY_ARIMA (%),RMSE_LSTM,MAE_LSTM,MAPE_LSTM,ACCURACY_LSTM (%),RMSE_GRU,MAE_GRU,MAPE_GRU,ACCURACY_GRU (%),test_samples_common
2RC IND EMBALAGENS.csv,D,1.4530917793785971,1.0807076565623166,2.808439417693764,-180.84394176937639,1.1693966229037824,0.8887588094800313,8.115349633690544,-711.5349633690544,1.6475173760023758,1.27307395217973,10.782770444801839,-978.2770444801839,48
AACD - IBIRAPUERA.csv,D,2.596874226620538,2.442360445340983,0.18127401810613927,81.87259818938607,1.7431559063535236,1.2600722075930104,0.10155790837444359,89.84420916255564,0.9481787605028758,0.7311606630515682,0.055708515177893825,94.42914848221062,103
AAK DO BRASIL CL 514.csv,D,5.084822642067885,3.5904903356512734,0.1552269886578971,84.4773011342103,5.6897945408540265,3.382551977937865,0.14904415313358002,85.095584686642,5.5998454307699,3.4833151580422417,0.14311562642850031,85.68843735714997,206
